"Number_of_Vehicles","Accident_Date","Time_24hr_","First_Road_Class","Road_Surface","Lighting_Conditions","Weather_Conditions","Type_of_Vehicle","Casualty_Class","Casualty_Severity","Sex_of_Casualty","Age_of_Casualty"
2,2014-11-21,"13:39","U","Dry",1,1,9,1,3,1,34
2,2014-11-21,"17:50","A","Wet/Damp",4,2,5,1,3,1,22
1,2014-11-23,"06:40","A","Wet/Damp",6,1,9,2,3,1,19
1,2014-11-23,"06:40","A","Wet/Damp",6,1,9,1,3,1,18
2,2014-11-23,"14:04","U","Dry",1,1,9,1,2,1,20
1,2014-11-24,"15:30","A","Dry",1,1,9,3,3,1,30
2,2014-11-24,"16:55","U","Wet/Damp",4,9,4,1,3,1,34
2,2014-11-25,"16:30","A","Dry",4,1,9,1,3,2,20
2,2014-11-25,"16:30","A","Dry",4,1,9,1,3,1,22
1,2014-11-26,"12:48","U","Dry",1,1,19,3,3,1,89
1,2014-11-26,"12:48","U","Dry",1,1,19,3,3,2,90
1,2014-11-27,"06:40","U","Wet/Damp",4,7,9,3,2,2,19
2,2014-11-28,"10:24","M","Wet/Damp",1,7,9,2,3,2,26
2,2014-11-28,"10:24","M","Wet/Damp",1,7,9,2,3,2,23
2,2014-11-28,"10:24","M","Wet/Damp",1,7,9,2,3,1,48
2,2014-11-28,"10:24","M","Wet/Damp",1,7,9,1,3,1,42
2,2014-11-28,"10:24","M","Wet/Damp",1,7,19,1,3,1,55
2,2014-11-28,"15:50","U","Wet/Damp",1,7,9,1,3,2,55
2,2014-11-28,"15:45","U","Wet/Damp",1,7,8,1,3,1,59
2,2014-11-28,"16:30","U","Wet/Damp",4,2,9,2,3,2,42
2,2014-11-28,"16:30","U","Wet/Damp",4,2,9,2,3,2,20
2,2014-11-28,"16:30","U","Wet/Damp",4,2,9,2,3,1,18
2,2014-11-30,"08:50","A","Dry",1,1,9,1,3,2,78
2,2014-11-30,"08:50","A","Dry",1,1,9,1,3,2,59
1,2014-11-01,"13:20","A","Wet/Damp",1,1,5,1,2,1,34
2,2014-12-02,"08:55","U","Dry",1,1,5,1,3,1,38
1,2014-12-03,"11:05","U","Dry",1,1,21,3,3,2,60
1,2014-12-03,"12:05","U","Dry",1,1,11,3,2,2,67
1,2014-12-03,"16:50","U","Wet/Damp",4,1,9,3,2,1,79
1,2014-12-05,"08:50","U","Dry",1,1,9,3,3,2,38
6,2014-12-08,"13:32","A","Wet/Damp",1,1,9,1,3,1,75
6,2014-12-08,"13:32","A","Wet/Damp",1,1,9,2,3,1,75
1,2014-12-08,"17:00","U","Wet/Damp",4,1,9,3,2,1,20
2,2014-12-08,"19:27","A","Wet/Damp",4,1,5,1,2,1,25
3,2014-12-09,"19:45","U","Wet/Damp",4,5,20,1,2,2,32
2,2014-12-05,"19:30","A","Wet/Damp",4,5,1,1,2,1,44
1,2014-12-11,"22:45","M","Snow",4,2,9,1,3,2,29
2,2014-12-11,"23:11","A","Wet/Damp",4,2,9,1,3,1,46
2,2014-12-11,"23:11","A","Wet/Damp",4,2,9,1,3,2,29
1,2014-12-12,"13:19","A","Wet/Damp",1,2,4,3,2,2,80
1,2014-12-12,"13:19","A","Wet/Damp",1,2,4,2,3,2,41
2,2014-12-14,"08:00","U","Wet/Damp",1,2,9,1,3,2,28
1,2014-12-16,"14:13","A","Dry",1,1,19,3,2,1,58
2,2014-12-16,"16:53","U","Wet/Damp",4,1,1,1,2,1,36
2,2014-12-16,"21:05","M","Wet/Damp",4,5,9,1,3,1,19
2,2014-12-16,"21:05","M","Wet/Damp",4,5,9,1,3,1,44
2,2014-12-16,"21:05","M","Wet/Damp",4,5,9,2,3,2,32
2,2014-12-16,"21:05","M","Wet/Damp",4,5,9,2,3,2,19
2,2014-12-17,"06:50","U","Wet/Damp",4,2,3,1,3,1,24
2,2014-12-17,"08:00","A","Wet/Damp",4,2,3,1,3,1,22
2,2014-12-17,"15:55","U","Wet/Damp",5,2,3,1,3,1,31
2,2014-12-18,"13:45","A","Wet/Damp",1,2,9,1,3,2,57
2,2014-12-18,"13:45","A","Wet/Damp",1,2,9,1,3,2,24
2,2014-12-18,"20:30","M","Flood",4,5,9,1,3,2,23
1,2014-12-19,"17:30","U","Wet/Damp",4,5,9,3,3,2,26
2,2014-12-19,"19:55","A","Wet/Damp",4,5,11,1,3,1,44
2,2014-12-19,"21:20","A","Wet/Damp",4,2,9,1,3,1,30
1,2014-12-21,"11:58","U","Wet/Damp",1,2,9,3,3,2,10
1,2014-12-22,"10:15","U","Wet/Damp",1,2,21,1,3,1,37
2,2014-12-22,"12:15","A","Wet/Damp",1,4,9,1,3,1,34
2,2014-12-22,"12:00","A","Dry",1,1,9,1,3,1,32
1,2014-12-18,"17:30","U","Wet/Damp",4,5,9,3,3,1,68
2,2014-12-23,"15:35","A","Wet/Damp",4,5,9,1,3,2,74
2,2014-12-23,"15:35","A","Wet/Damp",4,5,9,2,3,1,81
2,2014-12-24,"11:20","A","Dry",1,1,9,1,3,1,64
2,2014-12-24,"13:40","A","Wet/Damp",1,2,8,1,3,1,42
2,2014-12-24,"13:40","A","Wet/Damp",1,2,8,2,3,1,56
2,2014-12-24,"13:40","A","Wet/Damp",1,2,8,2,3,2,53
2,2014-12-24,"21:16","U","Dry",4,1,9,1,3,1,25
2,2014-12-24,"21:16","U","Dry",4,1,9,2,3,1,24
3,2014-12-25,"16:25","U","Wet/Damp",4,1,9,2,3,1,21
3,2014-12-25,"16:25","U","Wet/Damp",4,1,9,1,3,1,52
3,2014-12-25,"16:25","U","Wet/Damp",4,1,9,2,3,2,66
3,2014-12-25,"16:25","U","Wet/Damp",4,1,9,1,3,1,21
1,2014-12-27,"05:15","M","Snow",4,3,9,1,3,1,32
3,2014-12-26,"13:47","U","Wet/Damp",1,1,9,2,3,1,24
3,2014-12-26,"13:47","U","Wet/Damp",1,1,9,2,3,1,25
3,2014-12-26,"13:47","U","Wet/Damp",1,1,9,1,3,2,29
1,2014-12-26,"22:25","U","Wet/Damp",4,9,9,3,3,2,53
1,2014-12-29,"07:35","U","Frost/Ice",6,1,9,1,3,1,36
4,2014-12-30,"13:41","A","Wet/Damp",1,1,9,1,3,2,39
4,2014-12-30,"13:41","A","Wet/Damp",1,1,9,1,3,1,25
1,2014-12-30,"15:35","U","Wet/Damp",1,1,9,3,3,1,5
2,2014-12-31,"18:00","U","Wet/Damp",4,1,9,1,2,2,34
2,2014-12-31,"18:00","U","Wet/Damp",4,1,9,2,2,1,34
